city,prov,time,pm25,pmnew
Jilin,Jilin,2019/7/1,20,20
Jinan,Shandong,2019/7/1,36,36
Jining,Shandong,2019/7/1,31,31
Jinzhou,Liaoning,2019/7/1,32,32
Jincheng,Shanxi,2019/7/1,36,36
Jiuquan,Gansu,2019/7/1,15,15
Kaifeng,Henan,2019/7/1,29,29
Kelamayi,Xinjiang,2019/7/1,13,13
Kezilesu,Xinjiang,2019/7/1,51,51
Lanzhou,Gansu,2019/7/1,20,20
Langfang,Hebei,2019/7/1,32,32
Liaocheng,Shandong,2019/7/1,32,32
Linxia,Gansu,2019/7/1,15,15
Linyi,Shandong,2019/7/1,30,30
Longnan,Gansu,2019/7/1,9,9
Lvliang,Shanxi,2019/7/1,25,25
Luoyang,Henan,2019/7/1,27,27
Mudanjiang,Heilongjiang,2019/7/1,15,15
Nanyang,Henan,2019/7/1,26,26
Panjin,Liaoning,2019/7/1,26,26
Pingdingshan,Henan,2019/7/1,28,28
Pingliang,Gansu,2019/7/1,10,10
Qitaihe,Heilongjiang,2019/7/1,13,13
Qiqihaer,Heilongjiang,2019/7/1,13,13
Qinhuangdao,Hebei,2019/7/1,27,27
Qingdao,Shandong,2019/7/1,26,26
Qingyang,Gansu,2019/7/1,15,15
Rizhao,Shandong,2019/7/1,35,35
Sanmenxia,Henan,2019/7/1,25,25
Shangluo,Shaanxi,2019/7/1,17,17
Shangqiu,Henan,2019/7/1,25,25
Shenyang,Liaoning,2019/7/1,27,27
Shihezi,Xinjiang,2019/7/1,21,21
Shijiazhuang,Hebei,2019/7/1,37,37
Shuozhou,Shanxi,2019/7/1,23,23
Siping,Jilin,2019/7/1,28,28
Songyuan,Jilin,2019/7/1,16,16
Suihua,Heilongjiang,2019/7/1,14,14
Taiyuan,Shanxi,2019/7/1,35,35
Taian,Shandong,2019/7/1,33,33
Tangshan,Hebei,2019/7/1,42,42
Tianjin,Tianjin,2019/7/1,41,41
Tianshui,Gansu,2019/7/1,10,10
Tieling,Liaoning,2019/7/1,27,27
Tonghua,Jilin,2019/7/1,17,17
Tongliao,Inner Mongolia,2019/7/1,30,30
Tongchuan,Shaanxi,2019/7/1,21,21
Tulufan,Xinjiang,2019/7/1,32,32
Weihai,Shandong,2019/7/1,28,28
Weifang,Shandong,2019/7/1,36,36
Weinan,Shaanxi,2019/7/1,21,21
Wuhai,Inner Mongolia,2019/7/1,23,23
Ulanqab,Inner Mongolia,2019/7/1,21,21
Wulumuqi,Xinjiang,2019/7/1,17,17
Wuzhong,Ningxia,2019/7/1,20,20
Wuwei,Gansu,2019/7/1,18,18
Xining,Qinghai,2019/7/1,25,25
Xilingol League,Inner Mongolia,2019/7/1,9,9
Xianyang,Shaanxi,2019/7/1,25,25
Xinzhou,Shanxi,2019/7/1,26,26
Xinxiang,Henan,2019/7/1,29,29
Xinyang,Henan,2019/7/1,21,21
Xingtai,Hebei,2019/7/1,34,34
Hinggan League,Inner Mongolia,2019/7/1,15,15
Xuchang,Henan,2019/7/1,28,28
Yantai,Shandong,2019/7/1,29,29
Yanan,Shaanxi,2019/7/1,18,18
Yanbian,Jilin,2019/7/1,10,10
Yangquan,Shanxi,2019/7/1,36,36
Yichun,Heilongjiang,2019/7/1,12,12
Yilihasake,Xinjiang,2019/7/1,20,20
Yinchuan,Ningxia,2019/7/1,20,20
Yingkou,Liaoning,2019/7/1,26,26
Yulin,Shaanxi,2019/7/1,23,23
Yushu,Qinghai,2019/7/1,6,6
Yuncheng,Shanxi,2019/7/1,29,29
Zhangjiakou,Hebei,2019/7/1,23,23
Zhangye,Gansu,2019/7/1,15,15
Changchun,Jilin,2019/7/1,22,22
Changzhi,Shanxi,2019/7/1,32,32
Zhengzhou,Henan,2019/7/1,30,30
Zhongwei,Ningxia,2019/7/1,21,21
Zhoukou,Henan,2019/7/1,23,23
Zhumadian,Henan,2019/7/1,22,22
Zibo,Shandong,2019/7/1,36,36
Chifeng,Inner Mongolia,2019/7/1,18,18
Jinzhong,Shanxi,2019/7/1,30,30
Shuangyashan,Heilongjiang,2019/7/1,16,16
Alxa League,Inner Mongolia,2019/8/1,19,19
Ankang,Shaanxi,2019/8/1,20,20
Anyang,Henan,2019/8/1,32,32
Anshan,Liaoning,2019/8/1,22,22
Bayannur,Inner Mongolia,2019/8/1,17,17
Baicheng,Jilin,2019/8/1,11,11
Baotou,Inner Mongolia,2019/8/1,17,17
Baoji,Shaanxi,2019/8/1,20,20
Baoding,Hebei,2019/8/1,27,27
Beijing,Beijing,2019/8/1,23,23
Benxi,Liaoning,2019/8/1,19,19
Binzhou,Shandong,2019/8/1,23,23
Bozhou,Xinjiang,2019/8/1,16,16
Cangzhou,Hebei,2019/8/1,22,22
Changjizhou,Xinjiang,2019/8/1,21,21
Chaoyang,Liaoning,2019/8/1,17,17
Chengde,Hebei,2019/8/1,16,16
Dalian,Liaoning,2019/8/1,16,16
Daqing,Heilongjiang,2019/8/1,13,13
Datong,Shanxi,2019/8/1,16,16
Daxinganling,Heilongjiang,2019/8/1,19,19
Dandong,Liaoning,2019/8/1,15,15
Dezhou,Shandong,2019/8/1,21,21
Dingxi,Gansu,2019/8/1,12,12
Dongying,Shandong,2019/8/1,20,20
Ordos,Inner Mongolia,2019/8/1,15,15
Fushun,Liaoning,2019/8/1,20,20
Fuxin,Liaoning,2019/8/1,17,17
Gannan,Gansu,2019/8/1,13,13
Guyuan,Ningxia,2019/8/1,14,14
Guoluo,Qinghai,2019/8/1,17,17
Harbin,Heilongjiang,2019/8/1,12,12
Hami,Xinjiang,2019/8/1,20,20
Haibei,Qinghai,2019/8/1,11,11
Haidong,Qinghai,2019/8/1,25,25
Hainan,Qinghai,2019/8/1,16,16
Haixi,Qinghai,2019/8/1,18,18
Handan,Hebei,2019/8/1,34,34
Hanzhong,Shaanxi,2019/8/1,23,23
Hetian,Xinjiang,2019/8/1,23.25,23.25
Heze,Shandong,2019/8/1,28,28
Hegang,Heilongjiang,2019/8/1,11,11
Heihe,Heilongjiang,2019/8/1,11,11
Hengshui,Hebei,2019/8/1,25,25
Hohhot,Inner Mongolia,2019/8/1,14,14
Hulunbuir,Inner Mongolia,2019/8/1,16,16
Huludao,Liaoning,2019/8/1,21,21
Huangnan,Qinghai,2019/8/1,15,15
Jixi,Heilongjiang,2019/8/1,15,15
Jilin,Jilin,2019/8/1,14,14
Jinan,Shandong,2019/8/1,26,26
Jining,Shandong,2019/8/1,25,25
Jinzhou,Liaoning,2019/8/1,19,19
Jincheng,Shanxi,2019/8/1,34,34
Jiuquan,Gansu,2019/8/1,19,19
Kaifeng,Henan,2019/8/1,25,25
Kelamayi,Xinjiang,2019/8/1,11,11
Kezilesu,Xinjiang,2019/8/1,26,26
Lanzhou,Gansu,2019/8/1,20,20
Langfang,Hebei,2019/8/1,20,20
Liaocheng,Shandong,2019/8/1,27,27
Linxia,Gansu,2019/8/1,16,16
Linyi,Shandong,2019/8/1,22,22
Longnan,Gansu,2019/8/1,9,9
Lvliang,Shanxi,2019/8/1,20,20
Luoyang,Henan,2019/8/1,31,31
Mudanjiang,Heilongjiang,2019/8/1,11,11
Nanyang,Henan,2019/8/1,26,26
Panjin,Liaoning,2019/8/1,16,16
Pingdingshan,Henan,2019/8/1,26,26
Pingliang,Gansu,2019/8/1,8,8
Qitaihe,Heilongjiang,2019/8/1,13,13
Qiqihaer,Heilongjiang,2019/8/1,12,12
Qinhuangdao,Hebei,2019/8/1,17,17
Qingdao,Shandong,2019/8/1,16,16
Qingyang,Gansu,2019/8/1,13,13
Rizhao,Shandong,2019/8/1,22,22
Sanmenxia,Henan,2019/8/1,26,26
Shangluo,Shaanxi,2019/8/1,18,18
Shangqiu,Henan,2019/8/1,22,22
Shenyang,Liaoning,2019/8/1,19,19
Shihezi,Xinjiang,2019/8/1,18,18
Shijiazhuang,Hebei,2019/8/1,27,27
Shuozhou,Shanxi,2019/8/1,16,16
Siping,Jilin,2019/8/1,17,17
Songyuan,Jilin,2019/8/1,10,10
Suihua,Heilongjiang,2019/8/1,11,11
Taiyuan,Shanxi,2019/8/1,26,26
Taian,Shandong,2019/8/1,21,21
Tangshan,Hebei,2019/8/1,26,26
Tianjin,Tianjin,2019/8/1,26,26
Tianshui,Gansu,2019/8/1,12,12
Tieling,Liaoning,2019/8/1,15,15
Tonghua,Jilin,2019/8/1,14,14
Tongliao,Inner Mongolia,2019/8/1,18,18
Tongchuan,Shaanxi,2019/8/1,23,23
Tulufan,Xinjiang,2019/8/1,32,32
Weihai,Shandong,2019/8/1,18,18
Weifang,Shandong,2019/8/1,23,23
Weinan,Shaanxi,2019/8/1,24,24
Wuhai,Inner Mongolia,2019/8/1,19,19
Ulanqab,Inner Mongolia,2019/8/1,15,15
Wulumuqi,Xinjiang,2019/8/1,18,18
Wuzhong,Ningxia,2019/8/1,18,18
Wuwei,Gansu,2019/8/1,18,18
Xining,Qinghai,2019/8/1,18,18
Xilingol League,Inner Mongolia,2019/8/1,7,7
Xianyang,Shaanxi,2019/8/1,28,28
Xinzhou,Shanxi,2019/8/1,17,17
Xinxiang,Henan,2019/8/1,25,25
Xinyang,Henan,2019/8/1,23,23
Xingtai,Hebei,2019/8/1,31,31
Hinggan League,Inner Mongolia,2019/8/1,16,16
Xuchang,Henan,2019/8/1,28,28
Yantai,Shandong,2019/8/1,18,18
Yanan,Shaanxi,2019/8/1,17,17
Yanbian,Jilin,2019/8/1,9,9
Yangquan,Shanxi,2019/8/1,29,29
Yichun,Heilongjiang,2019/8/1,10,10
Yilihasake,Xinjiang,2019/8/1,22,22
Yinchuan,Ningxia,2019/8/1,19,19
Yingkou,Liaoning,2019/8/1,17,17
Yulin,Shaanxi,2019/8/1,19,19
Yushu,Qinghai,2019/8/1,6,6
Yuncheng,Shanxi,2019/8/1,30,30
Zhangjiakou,Hebei,2019/8/1,16,16
Zhangye,Gansu,2019/8/1,16,16
Changchun,Jilin,2019/8/1,13,13
Changzhi,Shanxi,2019/8/1,31,31
Zhengzhou,Henan,2019/8/1,25,25
Zhongwei,Ningxia,2019/8/1,18,18
Zhoukou,Henan,2019/8/1,22,22
Zhumadian,Henan,2019/8/1,24,24
Zibo,Shandong,2019/8/1,26,26
Chifeng,Inner Mongolia,2019/8/1,14,14
Jinzhong,Shanxi,2019/8/1,24,24
Shuangyashan,Heilongjiang,2019/8/1,13,13
Alxa League,Inner Mongolia,2019/9/1,18,18
Ankang,Shaanxi,2019/9/1,24,24
Anyang,Henan,2019/9/1,41,41
Anshan,Liaoning,2019/9/1,31,31
Bayannur,Inner Mongolia,2019/9/1,20,20
Baicheng,Jilin,2019/9/1,12,12
Baotou,Inner Mongolia,2019/9/1,23,23
Baoji,Shaanxi,2019/9/1,24,24
Baoding,Hebei,2019/9/1,39,39
Beijing,Beijing,2019/9/1,36,36
Benxi,Liaoning,2019/9/1,22,22
Binzhou,Shandong,2019/9/1,36,36
Bozhou,Xinjiang,2019/9/1,15,15
Cangzhou,Hebei,2019/9/1,31,31
Changjizhou,Xinjiang,2019/9/1,23,23
Chaoyang,Liaoning,2019/9/1,26,26
Chengde,Hebei,2019/9/1,22,22
Dalian,Liaoning,2019/9/1,26,26
Daqing,Heilongjiang,2019/9/1,15,15
Datong,Shanxi,2019/9/1,21,21
Daxinganling,Heilongjiang,2019/9/1,16,16
Dandong,Liaoning,2019/9/1,18,18
Dezhou,Shandong,2019/9/1,35,35
Dingxi,Gansu,2019/9/1,14,14
Dongying,Shandong,2019/9/1,33,33
Ordos,Inner Mongolia,2019/9/1,20,20
Fushun,Liaoning,2019/9/1,26,26
Fuxin,Liaoning,2019/9/1,25,25
Gannan,Gansu,2019/9/1,16,16
Guyuan,Ningxia,2019/9/1,16,16
Guoluo,Qinghai,2019/9/1,16,16
Harbin,Heilongjiang,2019/9/1,16,16
Hami,Xinjiang,2019/9/1,22,22
Haibei,Qinghai,2019/9/1,20,20
Haidong,Qinghai,2019/9/1,24,24
Hainan,Qinghai,2019/9/1,14,14
Haixi,Qinghai,2019/9/1,13,13
Handan,Hebei,2019/9/1,43,43
Hanzhong,Shaanxi,2019/9/1,26,26
Hetian,Xinjiang,2019/9/1,17.75,17.75
Heze,Shandong,2019/9/1,41,41
Hegang,Heilongjiang,2019/9/1,12,12
Heihe,Heilongjiang,2019/9/1,9,9
Hengshui,Hebei,2019/9/1,36,36
Hohhot,Inner Mongolia,2019/9/1,20,20
Hulunbuir,Inner Mongolia,2019/9/1,12,12
Huludao,Liaoning,2019/9/1,38,38
Huangnan,Qinghai,2019/9/1,12,12
Jixi,Heilongjiang,2019/9/1,17,17
Jilin,Jilin,2019/9/1,18,18
Jinan,Shandong,2019/9/1,39,39
Jining,Shandong,2019/9/1,40,40
Jinzhou,Liaoning,2019/9/1,38,38
Jincheng,Shanxi,2019/9/1,40,40
Jiuquan,Gansu,2019/9/1,21,21
Kaifeng,Henan,2019/9/1,36,36
Kelamayi,Xinjiang,2019/9/1,12,12
Kezilesu,Xinjiang,2019/9/1,19,19
Lanzhou,Gansu,2019/9/1,24,24
Langfang,Hebei,2019/9/1,35,35
Liaocheng,Shandong,2019/9/1,41,41
Linxia,Gansu,2019/9/1,15,15
Linyi,Shandong,2019/9/1,32,32
Longnan,Gansu,2019/9/1,9,9
Lvliang,Shanxi,2019/9/1,27,27
Luoyang,Henan,2019/9/1,36,36
Mudanjiang,Heilongjiang,2019/9/1,15,15
Nanyang,Henan,2019/9/1,31,31
Panjin,Liaoning,2019/9/1,27,27
Pingdingshan,Henan,2019/9/1,34,34
Pingliang,Gansu,2019/9/1,13,13
Qitaihe,Heilongjiang,2019/9/1,16,16
Qiqihaer,Heilongjiang,2019/9/1,12,12
Qinhuangdao,Hebei,2019/9/1,34,34
Qingdao,Shandong,2019/9/1,22,22
Qingyang,Gansu,2019/9/1,16,16
Rizhao,Shandong,2019/9/1,27,27
Sanmenxia,Henan,2019/9/1,28,28
Shangluo,Shaanxi,2019/9/1,19,19
Shangqiu,Henan,2019/9/1,34,34
Shenyang,Liaoning,2019/9/1,26,26
Shihezi,Xinjiang,2019/9/1,21,21
Shijiazhuang,Hebei,2019/9/1,35,35
Shuozhou,Shanxi,2019/9/1,22,22
Siping,Jilin,2019/9/1,20,20
Songyuan,Jilin,2019/9/1,13,13
Suihua,Heilongjiang,2019/9/1,13,13
Taiyuan,Shanxi,2019/9/1,31,31
Taian,Shandong,2019/9/1,38,38
Tangshan,Hebei,2019/9/1,46,46
Tianjin,Tianjin,2019/9/1,41,41
Tianshui,Gansu,2019/9/1,15,15
Tieling,Liaoning,2019/9/1,22,22
Tonghua,Jilin,2019/9/1,18,18
Tongliao,Inner Mongolia,2019/9/1,19,19
Tongchuan,Shaanxi,2019/9/1,27,27
Tulufan,Xinjiang,2019/9/1,32,32
Weihai,Shandong,2019/9/1,20,20
Weifang,Shandong,2019/9/1,36,36
Weinan,Shaanxi,2019/9/1,27,27
Wuhai,Inner Mongolia,2019/9/1,21,21
Ulanqab,Inner Mongolia,2019/9/1,19,19
Wulumuqi,Xinjiang,2019/9/1,20,20
Wuzhong,Ningxia,2019/9/1,18,18
Wuwei,Gansu,2019/9/1,28,28
Xining,Qinghai,2019/9/1,21,21
Xilingol League,Inner Mongolia,2019/9/1,8,8
Xianyang,Shaanxi,2019/9/1,31,31
Xinzhou,Shanxi,2019/9/1,19,19
Xinxiang,Henan,2019/9/1,35,35
Xinyang,Henan,2019/9/1,28,28
Xingtai,Hebei,2019/9/1,33,33
Hinggan League,Inner Mongolia,2019/9/1,14,14
Xuchang,Henan,2019/9/1,37,37
Yantai,Shandong,2019/9/1,23,23
Yanan,Shaanxi,2019/9/1,22,22
Yanbian,Jilin,2019/9/1,12,12
Yangquan,Shanxi,2019/9/1,32,32
Yichun,Heilongjiang,2019/9/1,10,10
Yilihasake,Xinjiang,2019/9/1,21,21
Yinchuan,Ningxia,2019/9/1,21,21
Yingkou,Liaoning,2019/9/1,33,33
Yulin,Shaanxi,2019/9/1,26,26
Yushu,Qinghai,2019/9/1,5,5
Yuncheng,Shanxi,2019/9/1,33,33
Zhangjiakou,Hebei,2019/9/1,17,17
Zhangye,Gansu,2019/9/1,21,21
Changchun,Jilin,2019/9/1,19,19
Changzhi,Shanxi,2019/9/1,32,32
Zhengzhou,Henan,2019/9/1,32,32
Zhongwei,Ningxia,2019/9/1,21,21
Zhoukou,Henan,2019/9/1,34,34
Zhumadian,Henan,2019/9/1,35,35
Zibo,Shandong,2019/9/1,42,42
Chifeng,Inner Mongolia,2019/9/1,17,17
Jinzhong,Shanxi,2019/9/1,27,27
Shuangyashan,Heilongjiang,2019/9/1,14,14
Alxa League,Inner Mongolia,2019/10/1,21,21
Ankang,Shaanxi,2019/10/1,20,20
Anyang,Henan,2019/10/1,49,49
Anshan,Liaoning,2019/10/1,46,46
Bayannur,Inner Mongolia,2019/10/1,33,33
Baicheng,Jilin,2019/10/1,18,18
Baotou,Inner Mongolia,2019/10/1,38,38
Baoji,Shaanxi,2019/10/1,32,32
Baoding,Hebei,2019/10/1,48,48
Beijing,Beijing,2019/10/1,40,40
Benxi,Liaoning,2019/10/1,42,42
Binzhou,Shandong,2019/10/1,49,49
Bozhou,Xinjiang,2019/10/1,19,19
Cangzhou,Hebei,2019/10/1,44,44
Changjizhou,Xinjiang,2019/10/1,29,29
Chaoyang,Liaoning,2019/10/1,35,35
Chengde,Hebei,2019/10/1,29,29
Dalian,Liaoning,2019/10/1,40,40
Daqing,Heilongjiang,2019/10/1,22,22
Datong,Shanxi,2019/10/1,30,30
Daxinganling,Heilongjiang,2019/10/1,19,19
Dandong,Liaoning,2019/10/1,30,30
Dezhou,Shandong,2019/10/1,47,47
Dingxi,Gansu,2019/10/1,22,22
Dongying,Shandong,2019/10/1,46,46
Ordos,Inner Mongolia,2019/10/1,22,22
Fushun,Liaoning,2019/10/1,54,54
Fuxin,Liaoning,2019/10/1,37,37
Gannan,Gansu,2019/10/1,16,16
Guyuan,Ningxia,2019/10/1,21,21
Guoluo,Qinghai,2019/10/1,17,17
Harbin,Heilongjiang,2019/10/1,27,27
Hami,Xinjiang,2019/10/1,24,24
Haibei,Qinghai,2019/10/1,20,20
Haidong,Qinghai,2019/10/1,27,27
Hainan,Qinghai,2019/10/1,13,13
Haixi,Qinghai,2019/10/1,12,12
Handan,Hebei,2019/10/1,47,47
Hanzhong,Shaanxi,2019/10/1,23,23
Hetian,Xinjiang,2019/10/1,33.75,33.75
Heze,Shandong,2019/10/1,58,58
Hegang,Heilongjiang,2019/10/1,21,21
Heihe,Heilongjiang,2019/10/1,13,13
Hengshui,Hebei,2019/10/1,45,45
Hohhot,Inner Mongolia,2019/10/1,47,47
Hulunbuir,Inner Mongolia,2019/10/1,13,13
Huludao,Liaoning,2019/10/1,43,43
Huangnan,Qinghai,2019/10/1,18,18
Jixi,Heilongjiang,2019/10/1,25,25
Jilin,Jilin,2019/10/1,30,30
Jinan,Shandong,2019/10/1,49,49
Jining,Shandong,2019/10/1,55,55
Jinzhou,Liaoning,2019/10/1,46,46
Jincheng,Shanxi,2019/10/1,41,41
Jiuquan,Gansu,2019/10/1,26,26
Kaifeng,Henan,2019/10/1,40,40
Kelamayi,Xinjiang,2019/10/1,16,16
Kezilesu,Xinjiang,2019/10/1,48,48
Lanzhou,Gansu,2019/10/1,34,34
Langfang,Hebei,2019/10/1,43,43
Liaocheng,Shandong,2019/10/1,51,51
Linxia,Gansu,2019/10/1,25,25
Linyi,Shandong,2019/10/1,57,57
Longnan,Gansu,2019/10/1,10,10
Lvliang,Shanxi,2019/10/1,31,31
Luoyang,Henan,2019/10/1,57,57
Mudanjiang,Heilongjiang,2019/10/1,23,23
Nanyang,Henan,2019/10/1,39,39
Panjin,Liaoning,2019/10/1,38,38
Pingdingshan,Henan,2019/10/1,43,43
Pingliang,Gansu,2019/10/1,17,17
Qitaihe,Heilongjiang,2019/10/1,22,22
Qiqihaer,Heilongjiang,2019/10/1,18,18
Qinhuangdao,Hebei,2019/10/1,43,43
Qingdao,Shandong,2019/10/1,43,43
Qingyang,Gansu,2019/10/1,24,24
Rizhao,Shandong,2019/10/1,47,47
Sanmenxia,Henan,2019/10/1,40,40
Shangluo,Shaanxi,2019/10/1,19,19
Shangqiu,Henan,2019/10/1,50,50
Shenyang,Liaoning,2019/10/1,46,46
Shihezi,Xinjiang,2019/10/1,30,30
Shijiazhuang,Hebei,2019/10/1,51,51
Shuozhou,Shanxi,2019/10/1,31,31
Siping,Jilin,2019/10/1,32,32
Songyuan,Jilin,2019/10/1,22,22
Suihua,Heilongjiang,2019/10/1,22,22
Taiyuan,Shanxi,2019/10/1,51,51
Taian,Shandong,2019/10/1,48,48
Tangshan,Hebei,2019/10/1,52,52
Tianjin,Tianjin,2019/10/1,50,50
Tianshui,Gansu,2019/10/1,22,22
Tieling,Liaoning,2019/10/1,47,47
Tonghua,Jilin,2019/10/1,24,24
Tongliao,Inner Mongolia,2019/10/1,28,28
Tongchuan,Shaanxi,2019/10/1,36,36
Tulufan,Xinjiang,2019/10/1,39,39
Weihai,Shandong,2019/10/1,31,31
Weifang,Shandong,2019/10/1,58,58
Weinan,Shaanxi,2019/10/1,37,37
Wuhai,Inner Mongolia,2019/10/1,31,31
Ulanqab,Inner Mongolia,2019/10/1,22,22
Wulumuqi,Xinjiang,2019/10/1,28,28
Wuzhong,Ningxia,2019/10/1,28,28
Wuwei,Gansu,2019/10/1,27,27
Xining,Qinghai,2019/10/1,29,29
Xilingol League,Inner Mongolia,2019/10/1,9,9
Xianyang,Shaanxi,2019/10/1,41,41
Xinzhou,Shanxi,2019/10/1,30,30
Xinxiang,Henan,2019/10/1,42,42
Xinyang,Henan,2019/10/1,33,33
Xingtai,Hebei,2019/10/1,48,48
Hinggan League,Inner Mongolia,2019/10/1,19,19
Xuchang,Henan,2019/10/1,41,41
Yantai,Shandong,2019/10/1,39,39
Yanan,Shaanxi,2019/10/1,29,29
Yanbian,Jilin,2019/10/1,19,19
Yangquan,Shanxi,2019/10/1,44,44
Yichun,Heilongjiang,2019/10/1,17,17
Yilihasake,Xinjiang,2019/10/1,31,31
Yinchuan,Ningxia,2019/10/1,28,28
Yingkou,Liaoning,2019/10/1,46,46
Yulin,Shaanxi,2019/10/1,33,33
Yushu,Qinghai,2019/10/1,8,8
Yuncheng,Shanxi,2019/10/1,43,43
Zhangjiakou,Hebei,2019/10/1,26,26
Zhangye,Gansu,2019/10/1,28,28
Changchun,Jilin,2019/10/1,32,32
Changzhi,Shanxi,2019/10/1,34,34
Zhengzhou,Henan,2019/10/1,36,36
Zhongwei,Ningxia,2019/10/1,28,28
Zhoukou,Henan,2019/10/1,43,43
Zhumadian,Henan,2019/10/1,40,40
Zibo,Shandong,2019/10/1,54,54
Chifeng,Inner Mongolia,2019/10/1,21,21
Jinzhong,Shanxi,2019/10/1,39,39
Shuangyashan,Heilongjiang,2019/10/1,20,20
Alxa League,Inner Mongolia,2019/11/1,27,27
Ankang,Shaanxi,2019/11/1,38,38
Anyang,Henan,2019/11/1,83,83
Anshan,Liaoning,2019/11/1,39,39
Bayannur,Inner Mongolia,2019/11/1,39,39
Baicheng,Jilin,2019/11/1,25,25
Baotou,Inner Mongolia,2019/11/1,45,45
Baoji,Shaanxi,2019/11/1,63,63
Baoding,Hebei,2019/11/1,57,57
Beijing,Beijing,2019/11/1,44,44
Benxi,Liaoning,2019/11/1,32,32
Binzhou,Shandong,2019/11/1,46,46
Bozhou,Xinjiang,2019/11/1,25,25
Cangzhou,Hebei,2019/11/1,50,50
Changjizhou,Xinjiang,2019/11/1,58,58
Chaoyang,Liaoning,2019/11/1,37,37
Chengde,Hebei,2019/11/1,39,39
Dalian,Liaoning,2019/11/1,25,25
Daqing,Heilongjiang,2019/11/1,26,26
Datong,Shanxi,2019/11/1,42,42
Daxinganling,Heilongjiang,2019/11/1,21,21
Dandong,Liaoning,2019/11/1,27,27
Dezhou,Shandong,2019/11/1,57,57
Dingxi,Gansu,2019/11/1,33,33
Dongying,Shandong,2019/11/1,43,43
Ordos,Inner Mongolia,2019/11/1,29,29
Fushun,Liaoning,2019/11/1,32,32
Fuxin,Liaoning,2019/11/1,38,38
Gannan,Gansu,2019/11/1,28,28
Guyuan,Ningxia,2019/11/1,28,28
Guoluo,Qinghai,2019/11/1,17,17
Harbin,Heilongjiang,2019/11/1,27,27
Hami,Xinjiang,2019/11/1,32,32
Haibei,Qinghai,2019/11/1,17,17
Haidong,Qinghai,2019/11/1,47,47
Hainan,Qinghai,2019/11/1,20,20
Haixi,Qinghai,2019/11/1,10,10
Handan,Hebei,2019/11/1,64,64
Hanzhong,Shaanxi,2019/11/1,45,45
Hetian,Xinjiang,2019/11/1,48.25,48.25
Heze,Shandong,2019/11/1,64,64
Hegang,Heilongjiang,2019/11/1,20,20
Heihe,Heilongjiang,2019/11/1,16,16
Hengshui,Hebei,2019/11/1,63,63
Hohhot,Inner Mongolia,2019/11/1,45,45
Hulunbuir,Inner Mongolia,2019/11/1,15,15
Huludao,Liaoning,2019/11/1,41,41
Huangnan,Qinghai,2019/11/1,25,25
Jixi,Heilongjiang,2019/11/1,28,28
Jilin,Jilin,2019/11/1,29,29
Jinan,Shandong,2019/11/1,61,61
Jining,Shandong,2019/11/1,70,70
Jinzhou,Liaoning,2019/11/1,45,45
Jincheng,Shanxi,2019/11/1,60,60
Jiuquan,Gansu,2019/11/1,30,30
Kaifeng,Henan,2019/11/1,65,65
Kelamayi,Xinjiang,2019/11/1,21,21
Kezilesu,Xinjiang,2019/11/1,66,66
Lanzhou,Gansu,2019/11/1,47,47
Langfang,Hebei,2019/11/1,49,49
Liaocheng,Shandong,2019/11/1,64,64
Linxia,Gansu,2019/11/1,38,38
Linyi,Shandong,2019/11/1,59,59
Longnan,Gansu,2019/11/1,11,11
Lvliang,Shanxi,2019/11/1,43,43
Luoyang,Henan,2019/11/1,82,82
Mudanjiang,Heilongjiang,2019/11/1,27,27
Nanyang,Henan,2019/11/1,74,74
Panjin,Liaoning,2019/11/1,32,32
Pingdingshan,Henan,2019/11/1,70,70
Pingliang,Gansu,2019/11/1,28,28
Qitaihe,Heilongjiang,2019/11/1,25,25
Qiqihaer,Heilongjiang,2019/11/1,23,23
Qinhuangdao,Hebei,2019/11/1,37,37
Qingdao,Shandong,2019/11/1,32,32
Qingyang,Gansu,2019/11/1,37,37
Rizhao,Shandong,2019/11/1,38,38
Sanmenxia,Henan,2019/11/1,71,71
Shangluo,Shaanxi,2019/11/1,34,34
Shangqiu,Henan,2019/11/1,69,69
Shenyang,Liaoning,2019/11/1,37,37
Shihezi,Xinjiang,2019/11/1,56,56
Shijiazhuang,Hebei,2019/11/1,72,72
Shuozhou,Shanxi,2019/11/1,50,50
Siping,Jilin,2019/11/1,26,26
Songyuan,Jilin,2019/11/1,21,21
Suihua,Heilongjiang,2019/11/1,23,23
Taiyuan,Shanxi,2019/11/1,68,68
Taian,Shandong,2019/11/1,61,61
Tangshan,Hebei,2019/11/1,54,54
Tianjin,Tianjin,2019/11/1,51,51
Tianshui,Gansu,2019/11/1,36,36
Tieling,Liaoning,2019/11/1,32,32
Tonghua,Jilin,2019/11/1,31,31
Tongliao,Inner Mongolia,2019/11/1,32,32
Tongchuan,Shaanxi,2019/11/1,51,51
Tulufan,Xinjiang,2019/11/1,61,61
Weihai,Shandong,2019/11/1,20,20
Weifang,Shandong,2019/11/1,54,54
Weinan,Shaanxi,2019/11/1,73,73
Wuhai,Inner Mongolia,2019/11/1,35,35
Ulanqab,Inner Mongolia,2019/11/1,23,23
Wulumuqi,Xinjiang,2019/11/1,51,51
Wuzhong,Ningxia,2019/11/1,34,34
Wuwei,Gansu,2019/11/1,41,41
Xining,Qinghai,2019/11/1,47,47
Xilingol League,Inner Mongolia,2019/11/1,9,9
