city,prov,time,pm25,pmnew
Harbin,Heilongjiang,2018/2/1,71,75.06
Hami,Xinjiang,2018/2/1,27,25.41
Haibei,Qinghai,2018/2/1,18,NA
Haidong,Qinghai,2018/2/1,37,30.21
Hainan,Qinghai,2018/2/1,22,15.82
Haixi,Qinghai,2018/2/1,15,10.53
Handan,Hebei,2018/2/1,101,100.29
Hanzhong,Shaanxi,2018/2/1,76,70.6
Hetian,Xinjiang,2018/2/1,31.75,27.04
Heze,Shandong,2018/2/1,78,77.4
Hegang,Heilongjiang,2018/2/1,38,39.62
Heihe,Heilongjiang,2018/2/1,23,24.51
Hengshui,Hebei,2018/2/1,93,93.32
Hohhot,Inner Mongolia,2018/2/1,34,30.6
Hulunbuir,Inner Mongolia,2018/2/1,30,30.62
Huludao,Liaoning,2018/2/1,65,67.3
Huangnan,Qinghai,2018/2/1,29,21.07
Jixi,Heilongjiang,2018/2/1,62,63.59
Jilin,Jilin,2018/2/1,59,60.89
Jinan,Shandong,2018/2/1,67,65.71
Jining,Shandong,2018/2/1,63,62.85
Jinzhou,Liaoning,2018/2/1,63,64.53
Jincheng,Shanxi,2018/2/1,82,76.09
Jiuquan,Gansu,2018/2/1,29,24.94
Kaifeng,Henan,2018/2/1,85,83.76
Kelamayi,Xinjiang,2018/2/1,59,59.33
Kezilesu,Xinjiang,2018/2/1,25,21.6
Lanzhou,Gansu,2018/2/1,44,36.47
Langfang,Hebei,2018/2/1,59,60.02
Liaocheng,Shandong,2018/2/1,75,74.86
Linxia,Gansu,2018/2/1,39,31.53
Linyi,Shandong,2018/2/1,68,67.26
Longnan,Gansu,2018/2/1,36,31.14
Lvliang,Shanxi,2018/2/1,59,53.61
Luoyang,Henan,2018/2/1,74,70.7
Mudanjiang,Heilongjiang,2018/2/1,49,50.51
Nanyang,Henan,2018/2/1,80,78.26
Panjin,Liaoning,2018/2/1,73,75.53
Pingdingshan,Henan,2018/2/1,76,74.45
Pingliang,Gansu,2018/2/1,24,20.69
Qitaihe,Heilongjiang,2018/2/1,54,55.76
Qiqihaer,Heilongjiang,2018/2/1,46,48.38
Qinhuangdao,Hebei,2018/2/1,50,51.49
Qingdao,Shandong,2018/2/1,42,41.9
Qingyang,Gansu,2018/2/1,34,28.98
Rizhao,Shandong,2018/2/1,53,53.07
Sanmenxia,Henan,2018/2/1,61,58.01
Shangluo,Shaanxi,2018/2/1,40,36.54
Shangqiu,Henan,2018/2/1,76,75.6
Shenyang,Liaoning,2018/2/1,61,63.29
Shihezi,Xinjiang,2018/2/1,152,152.44
Shijiazhuang,Hebei,2018/2/1,95,94.36
Shuozhou,Shanxi,2018/2/1,43,38.76
Siping,Jilin,2018/2/1,57,59.11
Songyuan,Jilin,2018/2/1,39,40.74
Suihua,Heilongjiang,2018/2/1,42,44.12
Taiyuan,Shanxi,2018/2/1,66,60.67
Taian,Shandong,2018/2/1,63,53.7
Tangshan,Hebei,2018/2/1,68,69.27
Tianjin,Tianjin,2018/2/1,60,60.83
Tianshui,Gansu,2018/2/1,48,42.35
Tieling,Liaoning,2018/2/1,59,61.24
Tonghua,Jilin,2018/2/1,44,44.04
Tongliao,Inner Mongolia,2018/2/1,33,33.9
Tongchuan,Shaanxi,2018/2/1,53,48.81
Tulufan,Xinjiang,2018/2/1,59,59.39
Weihai,Shandong,2018/2/1,32,32.14
Weifang,Shandong,2018/2/1,65,65.41
Weinan,Shaanxi,2018/2/1,73,69.9
Wuhai,Inner Mongolia,2018/2/1,35,31.33
Ulanqab,Inner Mongolia,2018/2/1,19,16.66
Wulumuqi,Xinjiang,2018/2/1,114,106.76
Wuzhong,Ningxia,2018/2/1,27,23.94
Wuwei,Gansu,2018/2/1,37,30.06
Xining,Qinghai,2018/2/1,39,30.21
Xilingol League,Inner Mongolia,2018/2/1,14,13.16
Xianyang,Shaanxi,2018/2/1,90,84.95
Xinzhou,Shanxi,2018/2/1,59,54.38
Xinxiang,Henan,2018/2/1,72,71.05
Xinyang,Henan,2018/2/1,60,58.64
Xingtai,Hebei,2018/2/1,107,106.25
Hinggan League,Inner Mongolia,2018/2/1,21,21.06
Xuchang,Henan,2018/2/1,81,80.21
Yantai,Shandong,2018/2/1,36,36.32
Yanan,Shaanxi,2018/2/1,34,29.93
Yanbian,Jilin,2018/2/1,54,54.86
Yangquan,Shanxi,2018/2/1,72,66.4
Yichun,Heilongjiang,2018/2/1,37,38.84
Yilihasake,Xinjiang,2018/2/1,86,81.42
Yinchuan,Ningxia,2018/2/1,36,32.1
Yingkou,Liaoning,2018/2/1,74,76.54
Yulin,Shaanxi,2018/2/1,30,26.65
Yushu,Qinghai,2018/2/1,14,8.55
Yuncheng,Shanxi,2018/2/1,78,74.67
Zhangjiakou,Hebei,2018/2/1,30,28.19
Zhangye,Gansu,2018/2/1,30,25.93
Changchun,Jilin,2018/2/1,43,44.1
Changzhi,Shanxi,2018/2/1,67,60.06
Zhengzhou,Henan,2018/2/1,76,74.54
Zhongwei,Ningxia,2018/2/1,28,24.64
Zhoukou,Henan,2018/2/1,75,74.15
Zhumadian,Henan,2018/2/1,64,62.98
Zibo,Shandong,2018/2/1,67,66.3
Chifeng,Inner Mongolia,2018/2/1,38,36.68
Jinzhong,Shanxi,2018/2/1,61,56.38
Shuangyashan,Heilongjiang,2018/2/1,46,49.08
Alxa League,Inner Mongolia,2018/3/1,26,25.27
Ankang,Shaanxi,2018/3/1,34,31.36
Anyang,Henan,2018/3/1,83,79.52
Anshan,Liaoning,2018/3/1,56,54.93
Bayannur,Inner Mongolia,2018/3/1,20,17.24
Baicheng,Jilin,2018/3/1,37,36.6
Baotou,Inner Mongolia,2018/3/1,28,24.38
Baoji,Shaanxi,2018/3/1,57,50.09
Baoding,Hebei,2018/3/1,84,81.87
Beijing,Beijing,2018/3/1,82,79.77
Benxi,Liaoning,2018/3/1,44,42.91
Binzhou,Shandong,2018/3/1,70,68.08
Bozhou,Xinjiang,2018/3/1,23,21.68
Cangzhou,Hebei,2018/3/1,73,71.05
Changjizhou,Xinjiang,2018/3/1,38,35.23
Chaoyang,Liaoning,2018/3/1,41,39.74
Chengde,Hebei,2018/3/1,49,45.87
Dalian,Liaoning,2018/3/1,41,40.15
Daqing,Heilongjiang,2018/3/1,37,37.04
Datong,Shanxi,2018/3/1,42,36.46
Daxinganling,Heilongjiang,2018/3/1,23,22.64
Dandong,Liaoning,2018/3/1,38,37.77
Dezhou,Shandong,2018/3/1,66,64.1
Dingxi,Gansu,2018/3/1,19,14.22
Dongying,Shandong,2018/3/1,63,61.31
Ordos,Inner Mongolia,2018/3/1,21,17.23
Fushun,Liaoning,2018/3/1,55,54.31
Fuxin,Liaoning,2018/3/1,49,47.99
Gannan,Gansu,2018/3/1,22,14.93
Guyuan,Ningxia,2018/3/1,17,13.52
Guoluo,Qinghai,2018/3/1,17,10.8
Harbin,Heilongjiang,2018/3/1,63,63.32
Hami,Xinjiang,2018/3/1,11,9.7
Haibei,Qinghai,2018/3/1,13,NA
Haidong,Qinghai,2018/3/1,24,18.71
Hainan,Qinghai,2018/3/1,17,11.88
Haixi,Qinghai,2018/3/1,14,9.51
Handan,Hebei,2018/3/1,79,75.8
Hanzhong,Shaanxi,2018/3/1,43,38.73
Hetian,Xinjiang,2018/3/1,7.75,6.25
Heze,Shandong,2018/3/1,54,51.88
Hegang,Heilongjiang,2018/3/1,33,32.76
Heihe,Heilongjiang,2018/3/1,28,28.14
Hengshui,Hebei,2018/3/1,70,67.68
Hohhot,Inner Mongolia,2018/3/1,26,22.25
Hulunbuir,Inner Mongolia,2018/3/1,17,16.29
Huludao,Liaoning,2018/3/1,62,61.66
Huangnan,Qinghai,2018/3/1,17,11.95
Jixi,Heilongjiang,2018/3/1,52,51.02
Jilin,Jilin,2018/3/1,59,58.02
Jinan,Shandong,2018/3/1,61,57.73
Jining,Shandong,2018/3/1,43,41.32
Jinzhou,Liaoning,2018/3/1,70,68.98
Jincheng,Shanxi,2018/3/1,80,71.67
Jiuquan,Gansu,2018/3/1,15,12.24
Kaifeng,Henan,2018/3/1,66,63.17
Kelamayi,Xinjiang,2018/3/1,15,13.87
Kezilesu,Xinjiang,2018/3/1,7,5.72
Lanzhou,Gansu,2018/3/1,22,17.36
Langfang,Hebei,2018/3/1,74,72.38
Liaocheng,Shandong,2018/3/1,66,63.62
Linxia,Gansu,2018/3/1,22,17.04
Linyi,Shandong,2018/3/1,59,56.23
Longnan,Gansu,2018/3/1,27,22.56
Lvliang,Shanxi,2018/3/1,47,40.66
Luoyang,Henan,2018/3/1,73,67.66
Mudanjiang,Heilongjiang,2018/3/1,43,42.44
Nanyang,Henan,2018/3/1,62,58.91
Panjin,Liaoning,2018/3/1,57,56.76
Pingdingshan,Henan,2018/3/1,65,61.76
Pingliang,Gansu,2018/3/1,21,17.37
Qitaihe,Heilongjiang,2018/3/1,38,37.5
Qiqihaer,Heilongjiang,2018/3/1,41,40.91
Qinhuangdao,Hebei,2018/3/1,61,60.62
Qingdao,Shandong,2018/3/1,47,45.77
Qingyang,Gansu,2018/3/1,21,17.18
Rizhao,Shandong,2018/3/1,54,52.7
Sanmenxia,Henan,2018/3/1,71,65.11
Shangluo,Shaanxi,2018/3/1,31,27.36
Shangqiu,Henan,2018/3/1,59,56.78
Shenyang,Liaoning,2018/3/1,61,60.55
Shihezi,Xinjiang,2018/3/1,35,32.41
Shijiazhuang,Hebei,2018/3/1,98,93.92
Shuozhou,Shanxi,2018/3/1,42,35.99
Siping,Jilin,2018/3/1,63,62.2
Songyuan,Jilin,2018/3/1,45,44.82
Suihua,Heilongjiang,2018/3/1,56,55.84
Taiyuan,Shanxi,2018/3/1,67,59.07
Taian,Shandong,2018/3/1,55,45.4
Tangshan,Hebei,2018/3/1,88,86.26
Tianjin,Tianjin,2018/3/1,75,73.3
Tianshui,Gansu,2018/3/1,18,15.24
Tieling,Liaoning,2018/3/1,60,59.38
Tonghua,Jilin,2018/3/1,37,35.35
Tongliao,Inner Mongolia,2018/3/1,40,39.21
Tongchuan,Shaanxi,2018/3/1,65,57.62
Tulufan,Xinjiang,2018/3/1,20,18.84
Weihai,Shandong,2018/3/1,35,34.09
Weifang,Shandong,2018/3/1,61,59.25
Weinan,Shaanxi,2018/3/1,64,58.93
Wuhai,Inner Mongolia,2018/3/1,30,25.53
Ulanqab,Inner Mongolia,2018/3/1,22,18.34
Wulumuqi,Xinjiang,2018/3/1,33,28.89
Wuzhong,Ningxia,2018/3/1,24,20.2
Wuwei,Gansu,2018/3/1,14,10.79
Xining,Qinghai,2018/3/1,21,15.64
Xilingol League,Inner Mongolia,2018/3/1,13,11.56
Xianyang,Shaanxi,2018/3/1,82,74.44
Xinzhou,Shanxi,2018/3/1,71,62.74
Xinxiang,Henan,2018/3/1,67,63.99
Xinyang,Henan,2018/3/1,48,45.45
Xingtai,Hebei,2018/3/1,84,80.6
Hinggan League,Inner Mongolia,2018/3/1,26,24.82
Xuchang,Henan,2018/3/1,64,61.45
Yantai,Shandong,2018/3/1,36,35.08
Yanan,Shaanxi,2018/3/1,38,31.95
Yanbian,Jilin,2018/3/1,42,40.97
Yangquan,Shanxi,2018/3/1,66,58.62
Yichun,Heilongjiang,2018/3/1,25,24.85
Yilihasake,Xinjiang,2018/3/1,25,22.39
Yinchuan,Ningxia,2018/3/1,26,22.01
Yingkou,Liaoning,2018/3/1,56,55.75
Yulin,Shaanxi,2018/3/1,37,31.3
Yushu,Qinghai,2018/3/1,13,7.91
Yuncheng,Shanxi,2018/3/1,69,63.33
Zhangjiakou,Hebei,2018/3/1,32,28.69
Zhangye,Gansu,2018/3/1,15,12.29
Changchun,Jilin,2018/3/1,55,53.91
Changzhi,Shanxi,2018/3/1,63,54.43
Zhengzhou,Henan,2018/3/1,74,70.3
Zhongwei,Ningxia,2018/3/1,17,14.18
Zhoukou,Henan,2018/3/1,54,51.73
Zhumadian,Henan,2018/3/1,58,55.42
Zibo,Shandong,2018/3/1,64,61.07
Chifeng,Inner Mongolia,2018/3/1,40,36.77
Jinzhong,Shanxi,2018/3/1,55,48.7
Shuangyashan,Heilongjiang,2018/3/1,31,31.36
Alxa League,Inner Mongolia,2018/4/1,17,16.25
Ankang,Shaanxi,2018/4/1,25,22.65
Anyang,Henan,2018/4/1,37,34.36
Anshan,Liaoning,2018/4/1,41,38.8
Bayannur,Inner Mongolia,2018/4/1,14,11.82
Baicheng,Jilin,2018/4/1,25,23.58
Baotou,Inner Mongolia,2018/4/1,18,15.29
Baoji,Shaanxi,2018/4/1,34,29.4
Baoding,Hebei,2018/4/1,53,50.16
Beijing,Beijing,2018/4/1,59,55.67
Benxi,Liaoning,2018/4/1,32,30.07
Binzhou,Shandong,2018/4/1,52,49.14
Bozhou,Xinjiang,2018/4/1,20,18.45
Cangzhou,Hebei,2018/4/1,48,45.25
Changjizhou,Xinjiang,2018/4/1,27,24.62
Chaoyang,Liaoning,2018/4/1,31,28.97
Chengde,Hebei,2018/4/1,27,24.57
Dalian,Liaoning,2018/4/1,28,26.67
Daqing,Heilongjiang,2018/4/1,26,24.71
Datong,Shanxi,2018/4/1,21,17.86
Daxinganling,Heilongjiang,2018/4/1,14,13.11
Dandong,Liaoning,2018/4/1,32,30.9
Dezhou,Shandong,2018/4/1,45,42.59
Dingxi,Gansu,2018/4/1,17,12.59
Dongying,Shandong,2018/4/1,45,42.55
Ordos,Inner Mongolia,2018/4/1,14,11.3
Fushun,Liaoning,2018/4/1,37,35.06
Fuxin,Liaoning,2018/4/1,23,21.65
Gannan,Gansu,2018/4/1,16,10.74
Guyuan,Ningxia,2018/4/1,21,16.48
Guoluo,Qinghai,2018/4/1,20,12.53
Harbin,Heilongjiang,2018/4/1,51,48.58
Hami,Xinjiang,2018/4/1,22,19.08
Haibei,Qinghai,2018/4/1,15,10.49
Haidong,Qinghai,2018/4/1,20,15.47
Hainan,Qinghai,2018/4/1,15,10.35
Haixi,Qinghai,2018/4/1,16,10.72
Handan,Hebei,2018/4/1,53,49.24
Hanzhong,Shaanxi,2018/4/1,33,29.17
Hetian,Xinjiang,2018/4/1,13,10.36
Heze,Shandong,2018/4/1,38,35.61
Hegang,Heilongjiang,2018/4/1,35,33.22
Heihe,Heilongjiang,2018/4/1,25,23.89
Hengshui,Hebei,2018/4/1,46,43.26
Hohhot,Inner Mongolia,2018/4/1,20,16.77
Hulunbuir,Inner Mongolia,2018/4/1,9,8.18
Huludao,Liaoning,2018/4/1,32,30.67
Huangnan,Qinghai,2018/4/1,14,9.75
Jixi,Heilongjiang,2018/4/1,41,38.46
Jilin,Jilin,2018/4/1,43,40.31
Jinan,Shandong,2018/4/1,42,38.77
Jining,Shandong,2018/4/1,38,35.62
Jinzhou,Liaoning,2018/4/1,39,37.06
Jincheng,Shanxi,2018/4/1,38,33.33
Jiuquan,Gansu,2018/4/1,14,11.31
Kaifeng,Henan,2018/4/1,25,23.31
Kelamayi,Xinjiang,2018/4/1,14,12.72
Kezilesu,Xinjiang,2018/4/1,13,10.46
Lanzhou,Gansu,2018/4/1,23,17.94
Langfang,Hebei,2018/4/1,49,46.37
Liaocheng,Shandong,2018/4/1,50,46.95
Linxia,Gansu,2018/4/1,19,14.57
Linyi,Shandong,2018/4/1,31,28.81
Longnan,Gansu,2018/4/1,22,18.18
Lvliang,Shanxi,2018/4/1,29,24.63
Luoyang,Henan,2018/4/1,22,19.92
Mudanjiang,Heilongjiang,2018/4/1,33,30.93
Nanyang,Henan,2018/4/1,30,27.74
Panjin,Liaoning,2018/4/1,33,31.66
Pingdingshan,Henan,2018/4/1,28,25.95
Pingliang,Gansu,2018/4/1,24,19.46
Qitaihe,Heilongjiang,2018/4/1,50,47.11
Qiqihaer,Heilongjiang,2018/4/1,33,31.35
Qinhuangdao,Hebei,2018/4/1,36,34.64
Qingdao,Shandong,2018/4/1,32,30.43
Qingyang,Gansu,2018/4/1,15,12.11
Rizhao,Shandong,2018/4/1,27,25.66
Sanmenxia,Henan,2018/4/1,22,19.77
Shangluo,Shaanxi,2018/4/1,24,20.81
Shangqiu,Henan,2018/4/1,36,33.85
Shenyang,Liaoning,2018/4/1,37,35.23
Shihezi,Xinjiang,2018/4/1,20,18.21
Shijiazhuang,Hebei,2018/4/1,57,53.14
Shuozhou,Shanxi,2018/4/1,20,16.83
Siping,Jilin,2018/4/1,40,37.68
Songyuan,Jilin,2018/4/1,28,26.5
Suihua,Heilongjiang,2018/4/1,59,55.95
Taiyuan,Shanxi,2018/4/1,45,38.77
Taian,Shandong,2018/4/1,36,29.18
Tangshan,Hebei,2018/4/1,48,45.54
Tianjin,Tianjin,2018/4/1,44,41.58
Tianshui,Gansu,2018/4/1,17,14.19
Tieling,Liaoning,2018/4/1,32,30.34
Tonghua,Jilin,2018/4/1,28,25.78
Tongliao,Inner Mongolia,2018/4/1,21,19.71
Tongchuan,Shaanxi,2018/4/1,28,24.35
Tulufan,Xinjiang,2018/4/1,28,25.86
Weihai,Shandong,2018/4/1,28,26.61
Weifang,Shandong,2018/4/1,51,48.26
Weinan,Shaanxi,2018/4/1,30,27.12
Wuhai,Inner Mongolia,2018/4/1,23,19.2
Ulanqab,Inner Mongolia,2018/4/1,15,12.29
Wulumuqi,Xinjiang,2018/4/1,24,20.74
Wuzhong,Ningxia,2018/4/1,26,21.55
Wuwei,Gansu,2018/4/1,14,10.66
Xining,Qinghai,2018/4/1,25,18.4
Xilingol League,Inner Mongolia,2018/4/1,8,6.91
Xianyang,Shaanxi,2018/4/1,38,33.89
Xinzhou,Shanxi,2018/4/1,32,27.63
Xinxiang,Henan,2018/4/1,32,29.82
Xinyang,Henan,2018/4/1,36,33.3
Xingtai,Hebei,2018/4/1,53,49.24
Hinggan League,Inner Mongolia,2018/4/1,20,18.3
Xuchang,Henan,2018/4/1,26,24.39
Yantai,Shandong,2018/4/1,29,27.52
Yanan,Shaanxi,2018/4/1,23,19.02
Yanbian,Jilin,2018/4/1,32,29.94
Yangquan,Shanxi,2018/4/1,48,41.67
Yichun,Heilongjiang,2018/4/1,21,19.85
Yilihasake,Xinjiang,2018/4/1,25,22.13
Yinchuan,Ningxia,2018/4/1,23,19.16
Yingkou,Liaoning,2018/4/1,39,37.44
Yulin,Shaanxi,2018/4/1,20,16.6
Yushu,Qinghai,2018/4/1,13,7.8
Yuncheng,Shanxi,2018/4/1,38,34.21
Zhangjiakou,Hebei,2018/4/1,20,17.48
Zhangye,Gansu,2018/4/1,11,8.88
Changchun,Jilin,2018/4/1,34,31.77
Changzhi,Shanxi,2018/4/1,28,23.67
Zhengzhou,Henan,2018/4/1,23,21.29
Zhongwei,Ningxia,2018/4/1,20,16.46
Zhoukou,Henan,2018/4/1,24,22.42
Zhumadian,Henan,2018/4/1,29,27.04
Zibo,Shandong,2018/4/1,40,37.2
Chifeng,Inner Mongolia,2018/4/1,15,13.32
Jinzhong,Shanxi,2018/4/1,36,31.14
Shuangyashan,Heilongjiang,2018/4/1,33,31.71
Alxa League,Inner Mongolia,2018/5/1,19,17.71
Ankang,Shaanxi,2018/5/1,27,24.15
Anyang,Henan,2018/5/1,42,38.24
Anshan,Liaoning,2018/5/1,33,30.41
Bayannur,Inner Mongolia,2018/5/1,17,14.02
Baicheng,Jilin,2018/5/1,20,18.39
Baotou,Inner Mongolia,2018/5/1,24,19.9
Baoji,Shaanxi,2018/5/1,31,26.46
Baoding,Hebei,2018/5/1,44,40.66
Beijing,Beijing,2018/5/1,45,41.32
Benxi,Liaoning,2018/5/1,26,23.81
Binzhou,Shandong,2018/5/1,45,41.62
Bozhou,Xinjiang,2018/5/1,17,15.39
Cangzhou,Hebei,2018/5/1,40,36.85
Changjizhou,Xinjiang,2018/5/1,23,20.51
Chaoyang,Liaoning,2018/5/1,33,30.04
Chengde,Hebei,2018/5/1,21,18.58
Dalian,Liaoning,2018/5/1,25,23.23
Daqing,Heilongjiang,2018/5/1,22,20.3
Datong,Shanxi,2018/5/1,27,22.39
Daxinganling,Heilongjiang,2018/5/1,12,10.94
Dandong,Liaoning,2018/5/1,22,20.71
Dezhou,Shandong,2018/5/1,38,35.16
Dingxi,Gansu,2018/5/1,14,10.19
Dongying,Shandong,2018/5/1,34,31.42
Ordos,Inner Mongolia,2018/5/1,21,16.61
Fushun,Liaoning,2018/5/1,29,26.78
Fuxin,Liaoning,2018/5/1,30,27.43
Gannan,Gansu,2018/5/1,13,8.6
Guyuan,Ningxia,2018/5/1,15,11.61
Guoluo,Qinghai,2018/5/1,18,11.11
Harbin,Heilongjiang,2018/5/1,27,24.99
Hami,Xinjiang,2018/5/1,19,16.15
Haibei,Qinghai,2018/5/1,19,13.06
Haidong,Qinghai,2018/5/1,29,21.98
Hainan,Qinghai,2018/5/1,18,12.24
Haixi,Qinghai,2018/5/1,17,11.21
Handan,Hebei,2018/5/1,44,40.08
Hanzhong,Shaanxi,2018/5/1,33,28.76
Hetian,Xinjiang,2018/5/1,11.5,9.05
Heze,Shandong,2018/5/1,40,36.69
Hegang,Heilongjiang,2018/5/1,20,18.42
Heihe,Heilongjiang,2018/5/1,18,16.71
Hengshui,Hebei,2018/5/1,41,37.71
Hohhot,Inner Mongolia,2018/5/1,22,18.01
Hulunbuir,Inner Mongolia,2018/5/1,11,9.65
Huludao,Liaoning,2018/5/1,29,27
Huangnan,Qinghai,2018/5/1,19,13.05
Jixi,Heilongjiang,2018/5/1,19,17.39
Jilin,Jilin,2018/5/1,29,26.57
Jinan,Shandong,2018/5/1,38,34.35
Jining,Shandong,2018/5/1,38,34.86
Jinzhou,Liaoning,2018/5/1,33,30.5
Jincheng,Shanxi,2018/5/1,40,34.49
Jiuquan,Gansu,2018/5/1,14,11.05
Kaifeng,Henan,2018/5/1,32,29.19
Kelamayi,Xinjiang,2018/5/1,14,12.47
Kezilesu,Xinjiang,2018/5/1,8,6.36
Lanzhou,Gansu,2018/5/1,23,17.57
Langfang,Hebei,2018/5/1,35,32.28
Liaocheng,Shandong,2018/5/1,43,39.52
Linxia,Gansu,2018/5/1,20,15.06
Linyi,Shandong,2018/5/1,32,29.14
Longnan,Gansu,2018/5/1,20,16.31
Lvliang,Shanxi,2018/5/1,34,28.38
Luoyang,Henan,2018/5/1,35,31.16
Mudanjiang,Heilongjiang,2018/5/1,20,18.33
Nanyang,Henan,2018/5/1,33,29.98
Panjin,Liaoning,2018/5/1,28,26.12
Pingdingshan,Henan,2018/5/1,43,39.05
Pingliang,Gansu,2018/5/1,20,16.05
Qitaihe,Heilongjiang,2018/5/1,26,23.84
Qiqihaer,Heilongjiang,2018/5/1,21,19.37
Qinhuangdao,Hebei,2018/5/1,30,28.11
Qingdao,Shandong,2018/5/1,27,25.14
Qingyang,Gansu,2018/5/1,12,9.56
Rizhao,Shandong,2018/5/1,33,30.74
Sanmenxia,Henan,2018/5/1,32,28.24
Shangluo,Shaanxi,2018/5/1,24,20.56
Shangqiu,Henan,2018/5/1,37,34.04
Shenyang,Liaoning,2018/5/1,30,27.82
Shihezi,Xinjiang,2018/5/1,18,16.07
Shijiazhuang,Hebei,2018/5/1,47,42.77
Shuozhou,Shanxi,2018/5/1,24,19.75
Siping,Jilin,2018/5/1,24,22.01
Songyuan,Jilin,2018/5/1,18,16.59
Suihua,Heilongjiang,2018/5/1,25,22.99
Taiyuan,Shanxi,2018/5/1,43,36.39
Taian,Shandong,2018/5/1,31,24.7
Tangshan,Hebei,2018/5/1,40,36.86
Tianjin,Tianjin,2018/5/1,38,34.97
Tianshui,Gansu,2018/5/1,20,16.47
Tieling,Liaoning,2018/5/1,27,24.93
Tonghua,Jilin,2018/5/1,21,18.93
Tongliao,Inner Mongolia,2018/5/1,28,25.6
Tongchuan,Shaanxi,2018/5/1,28,23.98
Tulufan,Xinjiang,2018/5/1,17,15.3
Weihai,Shandong,2018/5/1,24,22.3
Weifang,Shandong,2018/5/1,37,34.25
Weinan,Shaanxi,2018/5/1,28,24.87
Wuhai,Inner Mongolia,2018/5/1,25,20.42
Ulanqab,Inner Mongolia,2018/5/1,17,13.58
Wulumuqi,Xinjiang,2018/5/1,19,16.11
Wuzhong,Ningxia,2018/5/1,9,7.32
Wuwei,Gansu,2018/5/1,14,10.42
Xining,Qinghai,2018/5/1,29,20.97
Xilingol League,Inner Mongolia,2018/5/1,11,9.18
Xianyang,Shaanxi,2018/5/1,33,28.95
Xinzhou,Shanxi,2018/5/1,34,28.72
Xinxiang,Henan,2018/5/1,40,36.49
Xinyang,Henan,2018/5/1,31,28.19
Xingtai,Hebei,2018/5/1,41,37.35
Hinggan League,Inner Mongolia,2018/5/1,14,12.48
Xuchang,Henan,2018/5/1,29,26.59
Yantai,Shandong,2018/5/1,23,21.35
Yanan,Shaanxi,2018/5/1,24,19.59
Yanbian,Jilin,2018/5/1,21,19.29
Yangquan,Shanxi,2018/5/1,43,36.57
Yichun,Heilongjiang,2018/5/1,13,11.98
Yilihasake,Xinjiang,2018/5/1,18,15.68
Yinchuan,Ningxia,2018/5/1,11,8.97
Yingkou,Liaoning,2018/5/1,29,27.07
Yulin,Shaanxi,2018/5/1,23,18.78
Yushu,Qinghai,2018/5/1,10,5.92
Yuncheng,Shanxi,2018/5/1,32,28.32
Zhangjiakou,Hebei,2018/5/1,21,17.9
Zhangye,Gansu,2018/5/1,14,11.02
Changchun,Jilin,2018/5/1,24,21.87
Changzhi,Shanxi,2018/5/1,35,29.08
Zhengzhou,Henan,2018/5/1,38,34.49
Zhongwei,Ningxia,2018/5/1,9,7.26
Zhoukou,Henan,2018/5/1,29,26.54
Zhumadian,Henan,2018/5/1,34,31.1
Zibo,Shandong,2018/5/1,36,32.75
Chifeng,Inner Mongolia,2018/5/1,23,19.88
Jinzhong,Shanxi,2018/5/1,36,30.57
Shuangyashan,Heilongjiang,2018/5/1,19,17.76
Alxa League,Inner Mongolia,2018/6/1,20,18.22
Ankang,Shaanxi,2018/6/1,22,19.28
Anyang,Henan,2018/6/1,39,34.85
Anshan,Liaoning,2018/6/1,29,26.16
Bayannur,Inner Mongolia,2018/6/1,14,11.35
Baicheng,Jilin,2018/6/1,17,15.23
Baotou,Inner Mongolia,2018/6/1,19,15.46
Baoji,Shaanxi,2018/6/1,24,20.07
Baoding,Hebei,2018/6/1,39,35.12
Beijing,Beijing,2018/6/1,43,38.61
Benxi,Liaoning,2018/6/1,22,19.75
Binzhou,Shandong,2018/6/1,40,36.18
Bozhou,Xinjiang,2018/6/1,16,13.96
Cangzhou,Hebei,2018/6/1,37,33.26
Changjizhou,Xinjiang,2018/6/1,21,18.13
Chaoyang,Liaoning,2018/6/1,30,26.76
Chengde,Hebei,2018/6/1,21,18.25
Dalian,Liaoning,2018/6/1,24,21.88
Daqing,Heilongjiang,2018/6/1,16,14.42
Datong,Shanxi,2018/6/1,24,19.54
Daxinganling,Heilongjiang,2018/6/1,9,8.04
Dandong,Liaoning,2018/6/1,20,18.51
Dezhou,Shandong,2018/6/1,35,31.54
Dingxi,Gansu,2018/6/1,18,12.91
Dongying,Shandong,2018/6/1,34,30.74
Ordos,Inner Mongolia,2018/6/1,16,12.44
Fushun,Liaoning,2018/6/1,26,23.52
Fuxin,Liaoning,2018/6/1,29,25.94
Gannan,Gansu,2018/6/1,16,10.48
Guyuan,Ningxia,2018/6/1,17,12.94
Guoluo,Qinghai,2018/6/1,12,7.34
Harbin,Heilongjiang,2018/6/1,17,15.39
Hami,Xinjiang,2018/6/1,14,11.55
Haibei,Qinghai,2018/6/1,17,NA
Haidong,Qinghai,2018/6/1,21,15.67
Hainan,Qinghai,2018/6/1,16,10.77
Haixi,Qinghai,2018/6/1,12,7.81
Handan,Hebei,2018/6/1,42,37.49
Hanzhong,Shaanxi,2018/6/1,26,22.28
Hetian,Xinjiang,2018/6/1,12.5,9.7
Heze,Shandong,2018/6/1,34,30.47
Hegang,Heilongjiang,2018/6/1,15,13.5
